IRALCFY,IRALCAGE,SCHFELT,TCHGJOB,PARHLPHW,PRCHORE2,PRLMTTV2,PARLMTSN,PRGDJOB2,YOFIGHT2,YOSTOLE2,PRALDLY2,YFLADLY2,PRTALK3,PRBSOLV2,PREVIOL2,PRVDRGO2,DRPRVME3,ANYEDUC3,EDUSKPCOM,INCOME,GOVTPROG,POVERTY3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
60,14,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,1,1,2,4,2,3
991,991,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,0,2,2,2
991,991,2,2,2,1,2,1,1,2,2,1,1,2,2,2,2,1,2,0,3,1,2
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,0,1,1,1
993,11,1,1,2,1,2,2,2,2,2,1,2,1,2,2,2,2,1,0,4,2,3
991,991,1,2,1,1,2,1,1,2,2,1,1,1,2,1,1,1,1,0,4,2,3
991,991,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,1,99,2,2,2
993,15,1,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,2,7,1,1,1
991,991,1,2,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1
1,14,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,2,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,2,4,2,3
991,991,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,0,4,2,3
993,11,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,1,1,30,4,1,3
991,991,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,99,3,2,3
991,991,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,1,1,0,1,2,1
991,991,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,0,3,2,3
991,991,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,2,2,1
24,13,1,2,2,1,1,1,2,2,1,1,1,1,2,2,2,1,1,99,4,2,3
12,10,2,1,1,2,2,1,1,2,2,2,1,1,1,2,2,1,1,2,2,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,2,2,1,1,2,1,0,3,2,3
991,991,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,0,2,2,2
36,15,1,1,1,1,2,1,1,1,2,1,1,1,1,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,99,2,2,2
991,991,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,0,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,2,NA,2,2,1,2,0,4,2,3
1,14,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
24,14,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,2,3,1,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,4,1,2
991,991,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,99,1,2,1
991,991,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,2,0,2,2,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,4,2,3
991,991,1,1,2,2,2,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
5,13,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,1,4,2,3
4,6,2,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,1,3,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,1,99,2,1,1
991,991,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,0,1,1,1
991,991,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,3,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,2,2,2
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,0,4,2,3
991,991,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2,1,99,3,2,2
7,15,1,1,2,1,2,1,1,2,2,1,1,1,2,2,2,1,1,99,4,2,3
993,14,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,0,2,1,2
991,991,1,1,2,1,2,1,2,1,2,2,1,2,2,2,2,1,2,6,1,2,1
991,991,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,98,4,2,2
991,991,1,1,1,1,1,2,1,2,2,1,1,2,1,2,2,1,1,0,4,2,3
991,991,2,2,1,1,2,1,1,2,2,1,1,NA,NA,NA,NA,NA,1,98,3,1,2
993,13,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,2,2,0,4,2,3
991,991,1,1,NA,1,1,2,NA,2,2,1,1,NA,2,NA,2,1,1,0,4,2,3
991,991,2,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,0,3,2,2
9,12,1,1,2,1,2,1,2,2,2,1,1,2,1,1,1,1,1,0,2,1,2
991,991,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,1,4,2,3
991,991,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,99,2,1,2
991,991,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,99,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,2,1,2
991,991,1,2,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,99,4,2,3
991,991,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,99,2,2,1
991,991,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,1,99,1,2,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,0,1,1,1
991,991,1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,1,2,0,4,2,3
4,14,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1,1,0,4,2,3
991,991,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,0,2,1,2
991,991,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,0,2,2,2
991,991,1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,1,0,3,2,3
991,991,1,2,2,1,2,2,2,NA,2,1,1,2,NA,2,2,2,1,0,2,1,2
991,991,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,0,2,2,2
6,15,1,1,2,2,2,1,1,2,2,1,2,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,99,4,2,3
5,16,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,2,1,3,2,3
991,991,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,0,2,2,1
12,12,1,1,1,2,1,2,1,2,2,1,2,1,2,2,2,1,1,5,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,99,4,2,3
991,991,2,1,2,1,2,2,1,2,2,1,2,NA,2,2,2,2,1,0,3,1,2
991,991,2,1,NA,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,3,2,3
991,991,1,2,1,1,2,2,1,2,2,1,1,2,1,2,1,1,1,2,4,2,3
2,15,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,4,2,3
5,14,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,99,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,1,1,0,2,1,1
991,991,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,3,2,3
991,991,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,99,2,2,2
991,991,2,1,1,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,4,2,3
991,991,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,1,2,1,2
208,10,2,1,2,1,1,1,2,1,1,1,2,2,2,2,2,1,1,0,2,1,2
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,98,1,1,1
993,12,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,99,4,2,3
991,991,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,0,4,2,2
12,13,1,2,2,1,2,1,2,2,2,1,1,2,2,2,1,1,1,5,2,2,2
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,1,2,99,4,2,3
991,991,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,0,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
36,15,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
993,10,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,1,1,99,2,1,2
991,991,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,1,2,4,2,3
993,9,1,1,1,1,2,2,1,1,2,1,1,2,1,1,1,2,1,0,2,1,2
991,991,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,1,4,2,3
991,991,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,0,2,2,2
991,991,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,3,1,2
991,991,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,0,4,2,3
991,991,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,99,1,1,1
991,991,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,98,1,1,1
991,991,1,1,2,1,2,1,2,2,2,1,1,2,2,2,2,2,2,0,4,1,3
991,991,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,99,2,1,1
991,991,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,10,2,2,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,99,2,2,2
991,991,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,1,1,2,1
1,13,2,1,2,2,2,2,1,2,1,1,1,2,2,2,2,1,2,99,2,1,1
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,1,2,1,1,99,4,2,3
4,14,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,1,2,1,4,2,3
991,991,1,2,1,1,2,1,2,2,2,1,1,1,NA,2,2,NA,NA,0,3,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,0,2,2,2
5,15,2,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,3,2,2,2
991,991,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,20,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,0,2,2,1
2,14,2,2,1,1,2,1,2,2,2,1,1,2,2,2,2,1,1,0,4,2,3
991,991,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1,2,0,4,2,3
993,13,1,1,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,0,4,2,3
991,991,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,30,2,1,2
991,991,1,1,1,1,2,2,1,1,2,1,1,2,2,2,2,1,2,2,2,1,1
991,991,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,1,2,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,1,1,99,2,1,3
72,14,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,3,1,3
991,991,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,0,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,1,0,4,2,3
991,991,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,2,0,4,2,3
2,16,2,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,0,3,2,3
52,13,2,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,1,99,1,1,1
991,991,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,1,99,4,2,3
991,991,1,2,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,98,3,2,3
991,991,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,0,4,2,3
991,991,1,2,1,1,1,2,1,2,2,1,1,2,2,2,2,1,2,0,3,1,3
991,991,2,1,1,2,1,1,1,2,2,1,1,1,2,2,2,1,1,99,1,1,1
991,991,2,2,1,1,2,1,2,1,1,2,1,1,1,2,2,1,1,6,2,1,1
991,991,1,1,1,1,1,1,2,1,2,1,1,2,2,2,2,1,1,5,2,1,2
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,0,2,2,1
991,991,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,0,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,0,2,1,1
991,991,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,1,2,99,1,1,1
993,11,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,1,1
96,16,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,30,4,2,3
991,991,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,1,0,3,1,2
48,12,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,99,4,2,3
991,991,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,0,4,1,3
55,15,1,1,2,1,1,1,2,2,2,1,1,2,1,1,1,2,1,0,2,2,2
52,12,2,2,1,1,2,2,1,2,2,1,2,1,2,2,2,2,2,98,2,1,1
991,991,1,1,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,5,3,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,0,4,2,3
991,991,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,3,1,2
991,991,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,0,2,1,2
991,991,2,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,1,4,2,3
104,10,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
3,13,2,1,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,4,1,3
991,991,1,1,1,2,2,1,1,2,2,1,1,NA,2,2,2,2,2,0,4,2,3
993,11,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,1,1,99,4,1,3
991,991,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,0,1,1,1
991,991,1,2,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,0,2,1,2
993,5,1,2,1,1,2,2,1,2,2,1,1,1,NA,NA,NA,2,2,99,2,2,2
991,991,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,2,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,2,2,2
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,99,2,2,1
991,991,1,1,2,1,1,1,1,1,2,1,1,2,1,2,2,1,1,99,3,1,3
991,991,1,1,1,1,2,1,1,2,2,1,1,2,NA,2,2,2,1,0,3,1,2
991,991,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,98,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,1,1,0,4,2,3
991,991,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,1,98,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,0,2,1,1
991,991,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,1,1,1
991,991,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,2,0,2,1,1
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,0,1,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,99,3,2,3
991,991,1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,1,1,0,1,1,1
991,991,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,99,4,2,3
3,13,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,19,2,1,2
991,991,2,1,1,2,2,NA,1,2,2,1,1,1,2,2,2,1,NA,18,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,0,2,2,3
2,14,2,1,2,2,2,2,1,1,1,1,1,1,2,2,2,1,1,4,2,2,2
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,99,4,2,3
991,991,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,0,3,1,3
991,991,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,1,2,0,2,2,2
991,991,2,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,1,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,0,4,2,3
991,991,1,2,1,1,2,1,1,2,2,1,1,2,1,2,2,2,2,0,4,2,3
991,991,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,99,1,2,1
991,991,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,99,2,1,2
991,991,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,98,2,1,2
991,991,1,1,1,1,2,2,1,2,2,2,2,2,1,2,2,1,2,99,1,1,1
60,9,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,5,1,1,1
991,991,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,2,99,2,2,2
991,991,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,0,4,2,3
993,9,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,0,4,2,3
993,13,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,NA,98,2,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,2,0,4,2,3
3,12,2,2,1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,7,1,1,1
991,991,1,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,0,2,2,2
991,991,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,1,1,0,2,2,2
8,16,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,1,3,1,1,1
991,991,2,2,2,1,2,1,1,2,2,1,1,1,2,2,2,1,1,99,4,2,3
991,991,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,0,2,1,1
3,14,1,1,1,1,2,1,1,2,2,1,1,2,2,2,1,2,1,4,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,0,4,2,3
991,991,2,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,0,4,2,3
991,991,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,2,0,1,1,1
991,991,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,94,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,2
991,991,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,0,4,2,3
3,13,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,1,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,0,1,1,1
14,11,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,99,1,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,0,2,2,2
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,0,4,2,3
991,991,1,1,2,2,2,NA,1,2,2,2,1,2,2,2,2,1,1,0,2,2,2
991,991,2,1,1,1,1,2,1,2,2,1,1,2,2,2,2,1,1,0,4,2,3
991,991,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,0,1,1,1
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
156,15,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,4,2,3
84,13,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,1,1,99,2,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,2,NA,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,1,2,2,2,2,1,1,2,2,1,1,1,2,2,2,1,1,99,1,2,1
991,991,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,98,4,2,3
993,11,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,0,2,2,1
991,991,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,1,99,3,2,3
2,16,1,1,2,1,1,1,2,2,2,1,1,2,1,2,2,1,1,0,2,2,2
36,14,1,1,2,2,2,2,1,2,2,1,2,1,2,2,2,NA,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,NA,NA,99,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,NA,2,2,2,1,2,99,1,1,1
991,991,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,99,3,1,3
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,0,4,1,2
991,991,1,2,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,NA,NA,1,2,1,1,0,4,2,3
991,991,2,1,1,2,2,2,1,2,2,1,2,2,1,2,2,1,1,1,4,2,3
991,991,1,1,1,NA,2,NA,1,2,2,NA,1,2,2,2,2,2,2,0,2,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,3,2,2,2
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,2,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,99,4,2,3
991,991,1,1,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,0,2,1,2
991,991,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,98,2,1,1
991,991,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,0,4,2,3
11,12,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,4,2,3
991,991,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,0,1,1,1
991,991,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,4,4,2,3
993,12,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,4,2,3
29,16,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,3,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,5,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,0,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,1,1,0,2,1,1
991,991,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,0,2,2,1
991,991,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,99,4,2,3
991,991,1,2,2,1,1,2,2,2,2,1,1,1,1,2,2,1,1,2,3,2,2
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,1,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,1,0,4,2,3
991,991,1,2,1,2,2,2,1,2,2,1,1,2,1,2,2,1,2,2,4,2,3
991,991,1,1,1,2,2,NA,1,2,2,1,1,2,1,2,2,2,2,0,3,2,3
991,991,1,1,2,1,2,1,1,2,2,1,1,1,1,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,NA,NA,NA,1,1,0,4,2,3
991,991,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,0,2,2,2
2,14,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,NA,1,2,2,1,1,2,2,2,2,1,2,0,4,2,3
991,991,2,1,1,1,2,1,1,2,2,1,1,2,2,2,1,1,1,0,2,2,2
991,991,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,2,1,1,2,2,1,2,2,1,1,NA,NA,2,2,2,1,99,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,1,0,2,2,2
991,991,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,99,4,2,3
993,12,2,1,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,99,2,2,1
991,991,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,99,4,2,3
991,991,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,99,4,2,3
993,7,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,1,1,1
991,991,1,2,1,2,1,1,1,2,2,1,1,2,2,2,2,1,1,0,2,1,2
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,3,2,3
991,991,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,2,2,1,1,1,1,2,2,1,1,2,1,2,2,1,1,0,2,2,2
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,1,1,0,1,2,1
3,15,1,2,1,1,2,1,1,2,2,1,1,2,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,99,2,1,1
991,991,1,1,2,1,1,1,1,2,2,1,2,1,2,2,2,1,1,99,2,2,1
991,991,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,1,99,3,2,3
