IRALCFY,IRALCAGE,SCHFELT,TCHGJOB,PARHLPHW,PRCHORE2,PRLMTTV2,PARLMTSN,PRGDJOB2,YOFIGHT2,YOSTOLE2,PRALDLY2,YFLADLY2,PRTALK3,PRBSOLV2,PREVIOL2,PRVDRGO2,DRPRVME3,ANYEDUC3,EDUSKPCOM,INCOME,GOVTPROG,POVERTY3
991,991,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,0,3,2,3
991,991,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,1,1,1,4,1,3
991,991,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,4,2,3
24,14,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,99,1,2,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,0,3,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,0,3,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,0,4,2,3
991,991,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,99,1,1,1
991,991,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,0,4,2,3
991,991,1,2,1,1,1,1,1,2,2,1,1,1,1,2,NA,1,1,0,4,2,3
991,991,1,1,2,1,1,2,1,2,2,1,1,2,1,2,2,1,2,0,1,2,1
991,991,1,2,2,1,2,2,1,2,2,2,1,1,1,2,2,1,1,99,4,2,3
1,13,2,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,0,2,2,2
993,14,1,1,1,2,1,1,1,2,2,1,2,1,2,2,2,2,1,99,1,2,1
1,16,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,1,2,12,3,1,2
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,2,99,2,1,2
991,991,1,1,1,1,2,2,1,2,2,2,1,2,2,2,2,1,2,0,2,1,1
991,991,2,1,1,1,2,2,1,1,2,1,1,NA,NA,NA,NA,2,1,99,4,1,3
993,15,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,1,2,0,4,2,3
991,991,1,1,2,1,1,NA,1,2,2,1,1,2,2,2,2,1,1,0,2,2,1
991,991,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,99,3,2,3
7,16,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,2,2,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,99,4,2,3
20,16,2,2,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,0,4,2,3
991,991,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,1,99,2,1,1
991,991,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,0,3,1,3
991,991,1,1,1,1,2,1,2,1,2,1,2,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,0,1,2,1
991,991,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,99,4,2,3
991,991,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,0,2,1,1
991,991,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,99,2,1,1
991,991,2,2,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,99,2,2,1
991,991,1,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,0,4,2,3
991,991,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,99,4,2,3
991,991,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,2,0,3,2,2
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,NA,NA,NA,NA,2,2,NA,NA,94,1,2,1
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
5,11,1,2,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,0,3,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,99,2,1,1
991,991,1,2,1,1,2,2,1,1,2,1,1,1,2,2,2,1,2,99,4,2,3
991,991,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,0,4,2,3
12,15,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,0,4,2,3
991,991,2,1,1,1,2,2,1,2,2,1,1,1,2,1,2,1,1,99,4,2,3
991,991,1,1,2,1,2,2,1,1,2,1,1,1,1,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,NA,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,1,1,2,1,1,2,1,2,2,1,1,1,2,2,2,1,1,0,2,2,2
991,991,2,1,1,1,2,2,1,1,2,1,1,1,1,1,2,2,1,0,3,2,2
991,991,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,99,3,1,2
991,991,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,0,4,2,3
991,991,1,1,2,1,1,2,1,2,2,1,1,2,1,1,2,2,2,1,2,1,1
991,991,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,0,4,2,3
991,991,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,0,2,1,1
4,15,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,3,2,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,99,1,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,0,4,2,3
991,991,1,2,1,2,2,2,1,2,2,1,1,1,1,2,2,2,1,99,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,4,1,1,1
991,991,2,2,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,0,3,2,3
993,3,2,2,2,2,2,2,1,1,2,1,1,2,1,1,2,2,2,7,3,2,3
991,991,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,0,4,2,3
24,14,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,0,4,2,3
991,991,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,4,1,3
991,991,1,1,2,2,2,2,1,2,2,1,1,2,2,2,2,1,1,0,1,1,1
991,991,1,1,1,1,2,2,1,2,2,2,1,1,1,2,1,2,1,1,2,2,2
991,991,1,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,10,4,2,3
991,991,2,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,98,1,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,1,1,0,4,2,3
991,991,1,2,1,1,2,1,2,2,2,1,1,1,1,2,2,1,2,99,2,2,3
991,991,2,2,2,1,1,2,1,1,2,1,1,1,1,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,99,2,1,1
991,991,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,2,4,2,3
52,15,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,0,4,2,3
991,991,1,1,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,0,2,1,2
991,991,1,2,2,2,1,1,2,2,2,1,1,2,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,NA,1,1,2,2,2,1,1,0,2,1,1
53,15,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,99,2,2,2
991,991,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,0,2,1,1
3,13,2,1,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,4,2,3
991,991,1,1,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,0,3,2,3
991,991,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,0,2,2,1
993,11,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,99,1,1,1
2,15,2,2,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,99,3,2,2
991,991,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,0,1,1,1
991,991,2,1,1,1,1,1,1,1,2,2,1,1,2,2,1,1,1,0,1,1,1
991,991,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
24,13,2,1,1,1,2,1,1,1,2,2,2,1,2,2,2,1,1,0,4,2,3
991,991,1,1,2,1,1,1,1,2,2,1,1,2,1,1,2,2,1,0,2,2,1
5,16,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,99,4,1,3
16,16,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,30,4,2,3
991,991,1,1,1,1,1,2,1,1,2,1,2,1,2,2,2,1,1,3,4,1,3
991,991,2,2,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,94,3,2,3
991,991,1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,2,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,NA,99,2,2,2
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,99,4,2,3
2,12,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,2,2,4,2,3
991,991,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,1,0,2,1,3
2,12,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,99,1,1,1
991,991,2,2,2,1,1,1,1,2,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,1,1,99,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,1,1,1
991,991,1,1,1,2,2,2,1,1,2,1,1,1,2,2,2,2,2,0,1,1,1
991,991,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,2,1,1
1,15,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,1,2,1,4,2,3
991,991,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,0,3,2,3
991,991,2,1,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,1,2,1,1
991,991,1,1,2,1,1,1,1,2,2,1,1,1,2,2,2,1,1,99,3,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,98,4,2,3
991,991,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,0,2,2,2
991,991,1,1,2,1,2,1,1,2,2,1,1,2,2,1,2,2,1,0,4,2,3
991,991,2,1,1,1,2,2,1,2,2,1,1,2,1,2,2,1,2,0,2,2,1
991,991,1,1,2,2,1,1,1,1,2,1,1,2,NA,2,2,2,2,0,1,1,1
991,991,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,2,0,2,2,1
993,6,1,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,0,1,1,1
991,991,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,0,2,2,2
991,991,1,1,NA,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,3,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,0,2,2,2
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2,4,2,3
104,15,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,1,2,5,2,2,2
991,991,1,2,2,1,2,1,1,2,2,1,1,2,2,2,2,1,1,0,4,2,3
993,2,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,0,2,1,2
19,16,2,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,4,2,3
991,991,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,1,1,0,4,2,3
991,991,1,2,1,1,1,2,1,2,2,1,1,NA,2,2,2,2,2,4,2,2,2
991,991,1,1,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,0,2,2,2
991,991,1,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,1,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2
991,991,1,1,1,1,2,2,2,2,2,1,1,2,1,2,2,1,1,99,3,1,2
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,1,1,1,1,1,4,2,3
991,991,2,1,1,1,2,1,1,2,2,1,1,2,2,2,2,1,2,94,1,1,1
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,2,99,4,2,3
991,991,1,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,2,6,4,2,3
30,14,2,2,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,3,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,0,4,2,3
991,991,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,1,0,2,1,2
991,991,2,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,99,1,1,1
10,15,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,0,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,0,1,1,1
991,991,1,1,1,1,2,NA,1,2,2,1,1,2,1,2,1,1,1,0,4,2,3
1,17,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,2,99,3,2,3
991,991,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,1,1,1,4,2,3
991,991,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,99,1,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,1,1,1,1,2,2,1,1,2,1,1,1,2,2,2,1,2,0,4,2,3
991,991,2,1,1,1,2,1,1,2,2,1,1,NA,2,2,2,2,1,0,1,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,4,2,3
991,991,1,1,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,98,2,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,0,2,2,3
991,991,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,1,1,0,4,2,3
991,991,1,1,2,1,2,1,2,1,2,1,1,2,1,1,2,2,1,99,1,1,1
993,10,2,2,2,1,2,2,1,1,2,1,1,1,2,2,2,2,1,15,3,2,3
991,991,2,1,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,98,1,1,1
991,991,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,1,2,5,3,2,3
991,991,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,99,2,1,2
991,991,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,5,3,2,3
993,10,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,1,2,1,1
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,0,2,2,2
991,991,1,1,1,1,2,2,2,1,2,1,1,2,NA,2,2,2,2,99,4,2,3
60,15,1,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2,4,2,3
4,11,1,2,2,1,2,1,2,1,2,1,1,2,2,2,2,2,2,0,3,1,2
993,13,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,1,1,1,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,99,2,2,2
35,13,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,1,1,0,2,1,2
12,15,1,2,2,2,2,1,2,1,2,1,1,2,2,2,2,1,2,4,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,0,4,2,3
12,14,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,2,1,3,2,2
991,991,1,2,1,1,1,1,1,2,2,2,1,2,NA,2,2,1,1,0,4,2,3
991,991,2,2,1,1,2,1,1,2,2,1,2,1,2,2,2,1,1,2,4,2,3
991,991,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,99,4,2,3
991,991,2,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,0,4,2,3
991,991,1,NA,NA,NA,2,NA,NA,NA,2,1,2,NA,2,2,2,NA,NA,1,4,2,3
991,991,1,1,2,1,1,1,2,2,2,1,1,1,2,2,2,2,1,0,2,1,2
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,99,2,2,1
991,991,1,1,1,1,2,1,1,2,2,1,1,1,1,2,1,2,1,99,3,2,3
5,7,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2,1,1,99,4,2,3
991,991,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,1,1,0,4,2,3
991,991,2,1,1,1,2,2,1,2,2,1,1,1,2,2,1,2,1,4,2,2,1
991,991,2,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,NA,2,0,1,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,1,1,99,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,1,2,2,2,1,99,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,98,2,1,1
4,15,1,2,2,1,2,1,1,2,2,1,2,1,2,2,2,1,1,99,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,NA,1,1,2,2,1,1,2,2,2,2,1,2,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,2,1,2
991,991,1,2,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,0,2,2,2
991,991,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,99,4,2,3
991,991,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,98,2,1,2
991,991,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,0,2,1,1
991,991,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,1,2,0,3,2,2
991,991,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,0,1,1,1
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,99,3,1,2
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,3,2,3
991,991,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,1,2,1
991,991,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2,2,1
991,991,1,1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,1,4,4,2,3
991,991,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,0,4,2,3
991,991,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,2,0,1,2,1
991,991,1,1,1,1,2,2,1,2,2,1,2,1,2,2,2,2,1,99,4,2,3
991,991,2,1,2,1,2,1,1,2,2,1,1,1,2,2,2,1,1,0,1,1,1
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,1,0,3,2,2
991,991,1,1,1,1,2,1,1,2,2,1,1,2,2,2,2,2,1,0,2,2,2
991,991,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,1,2,0,4,2,3
2,11,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,99,4,2,3
991,991,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,1,99,4,1,3
991,991,2,2,2,1,2,1,2,2,2,1,1,1,2,2,2,2,1,0,4,1,3
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,0,2,2,3
991,991,2,2,1,1,2,1,1,2,2,1,1,2,1,1,2,NA,1,2,2,1,2
991,991,1,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,1,0,4,2,3
991,991,2,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,1,1,1,1,1,1,2,2,2,2,1,1,1,1,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,0,4,2,3
3,16,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
5,12,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,0,4,2,3
991,991,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,1,99,4,2,3
12,10,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,0,4,1,3
991,991,1,1,1,1,2,2,1,2,2,1,1,1,NA,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,2,1,1,2,2,2,1,0,3,2,3
991,991,1,1,1,1,2,1,2,2,2,1,1,1,2,2,2,1,1,0,4,2,3
339,13,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,0,1,1,1
991,991,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,0,2,2,2
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,0,4,2,3
991,991,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,1,2,99,4,2,3
991,991,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2,2,2,3,1,2,1
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,99,2,2,2
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,1,0,2,1,1
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,0,4,2,3
1,13,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,99,4,2,3
991,991,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,1,1,0,1,2,1
991,991,1,1,1,1,1,NA,NA,2,2,1,1,2,1,2,2,1,1,0,2,1,1
991,991,1,1,2,1,1,2,1,2,2,1,1,2,2,2,2,1,1,99,2,2,2
991,991,1,1,2,1,1,2,1,1,2,2,1,1,2,2,2,1,NA,0,4,2,3
991,991,1,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,1,98,1,1,1
991,991,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,1,99,2,2,2
991,991,1,1,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,0,1,1,1
991,991,2,2,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,NA,NA,NA,2,1,NA,1,4,2,3
4,11,1,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,0,1,1,1
60,6,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,1,2,0,4,2,3
72,15,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,3,2,3
991,991,2,1,1,1,1,1,1,2,2,1,1,1,NA,1,2,1,1,0,2,2,1
991,991,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,0,1,2,1
991,991,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,1,1,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,2,1,2,2,1,2,0,2,1,1
52,12,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,1,3,3,2,3
991,991,1,2,1,2,2,2,1,2,2,1,1,1,1,2,2,1,1,0,4,2,3
991,991,2,2,2,1,1,1,2,1,1,1,1,2,2,1,1,2,NA,5,2,1,1
991,991,1,1,1,1,1,NA,1,2,2,1,1,1,2,2,2,1,1,0,2,1,3
991,991,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,99,3,2,2
991,991,1,1,1,1,2,1,1,2,2,1,1,1,1,1,2,1,1,99,4,2,3
991,991,1,1,2,1,1,2,1,2,2,1,1,1,2,2,2,2,1,0,3,1,3
991,991,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,1,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,1,99,4,2,3
991,991,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,3,3,2,2
991,991,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,1,2,99,4,2,3
991,991,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,1,1,2,1,1
991,991,1,1,1,2,2,2,1,2,2,1,1,1,2,2,2,1,1,1,3,2,2
991,991,1,1,NA,NA,2,2,1,2,2,1,1,2,NA,NA,NA,2,2,99,4,2,3
991,991,1,2,1,1,2,2,1,2,2,1,1,NA,NA,NA,1,NA,1,98,3,2,3
1,16,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,1,1,0,4,2,3
991,991,2,1,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,0,4,2,2
991,991,2,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,2,2,2
1,14,1,1,NA,1,2,1,2,1,1,1,1,1,2,2,2,1,1,0,2,1,2
991,991,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,98,1,1,1
991,991,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,1,0,1,1,1
2,8,2,1,2,1,1,1,1,2,1,1,1,1,2,2,2,1,2,0,4,2,3
991,991,1,1,2,2,2,2,NA,2,2,1,1,1,1,2,2,1,1,99,4,2,3
991,991,2,2,1,1,1,2,1,1,2,1,1,1,2,2,2,2,1,0,4,2,3
991,991,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,99,4,2,3
991,991,1,2,2,1,1,2,2,1,2,2,2,2,2,1,2,1,2,98,4,2,3
991,991,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,1,1,0,4,2,3
991,991,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,0,2,2,2
993,13,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,99,4,2,3
991,991,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,0,1,1,1
991,991,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2,1,1,1,2,2,2
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,0,4,2,3
991,991,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,1,1,98,2,2,2
991,991,1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,0,3,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,0,4,2,3
993,15,1,1,1,2,2,1,1,2,2,1,1,1,1,2,2,1,1,0,4,2,3
991,991,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2,1,1,99,1,1,1
3,15,2,2,2,1,2,1,1,2,2,2,1,1,1,2,2,2,2,99,1,2,1
991,991,1,2,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,0,2,2,2
